experiment,scheme,N,q,selectivity,metric,unit,mean,median,p50,p95,sd_between_runs,ci95_low,ci95_high,ci95_half,n_runs,n_measurements,param1,param2
E2,Doris,300000,2,all,total_query_ms,ms,50.1641185,5.04755,5.04755,262.9703999999999,0.6134984073503428,49.79078575,50.71059425,0.459904250000001,5,400,network_transport=excluded,ci=bootstrap_over_process_means
E2,Doris,300000,2,common,total_query_ms,ms,136.01441428571428,126.812,126.812,321.7971999999999,1.661433552168632,134.98682571428571,137.49348142857144,1.2533278571428639,5,140,network_transport=excluded,ci=bootstrap_over_process_means
E2,Doris,300000,2,medium,total_query_ms,ms,7.0700730769230775,4.775,4.775,18.01871,0.0965368605828024,7.00978076923077,7.156366153846153,0.07329269230769153,5,130,network_transport=excluded,ci=bootstrap_over_process_means
E2,Doris,300000,2,rare,total_query_ms,ms,0.8039992307692309,0.1222,0.1222,2.78958,0.01840771067053632,0.7897246153846155,0.8181307692307692,0.014203076923076874,5,130,network_transport=excluded,ci=bootstrap_over_process_means
E2,Doris,300000,3,all,total_query_ms,ms,40.63384325,2.5580499999999997,2.5580499999999997,181.60509999999977,0.2561293951407292,40.496893500000006,40.86035675,0.18173162499999762,5,400,network_transport=excluded,ci=bootstrap_over_process_means
E2,Doris,300000,3,common,total_query_ms,ms,111.03524571428571,90.48245,90.48245,234.68965,0.7084201854329283,110.64226785714285,111.66926428571428,0.5134982142857112,5,140,network_transport=excluded,ci=bootstrap_over_process_means
E2,Doris,300000,3,medium,total_query_ms,ms,1.50504,0.443,0.443,10.15264,0.03275372811789976,1.4815569230769232,1.5328230769230768,0.025633076923076814,5,130,network_transport=excluded,ci=bootstrap_over_process_means
E2,Doris,300000,3,rare,total_query_ms,ms,3.9457515384615385,1.11265,1.11265,19.17573,0.05013894279220036,3.9111400000000005,3.988566923076923,0.038713461538461225,5,130,network_transport=excluded,ci=bootstrap_over_process_means
E2,Doris,300000,4,all,total_query_ms,ms,29.329853000000004,3.25075,3.25075,168.8605999999998,0.1971164977113778,29.162465250000004,29.4682665,0.15290062499999735,5,400,network_transport=excluded,ci=bootstrap_over_process_means
E2,Doris,300000,4,common,total_query_ms,ms,76.16969,52.08195,52.08195,209.91490000000002,0.4789172432638061,75.76406928571429,76.496365,0.366147857142856,5,140,network_transport=excluded,ci=bootstrap_over_process_means
E2,Doris,300000,4,medium,total_query_ms,ms,5.699814615384615,2.1439000000000004,2.1439000000000004,26.539479999999998,0.09281784649892613,5.617243076923077,5.763943846153846,0.07335038461538446,5,130,network_transport=excluded,ci=bootstrap_over_process_means
E2,Doris,300000,4,rare,total_query_ms,ms,2.51699,0.31,0.31,21.352719999999998,0.01774709151935741,2.5027423076923077,2.5303153846153847,0.013786538461538544,5,130,network_transport=excluded,ci=bootstrap_over_process_means
E2,Doris,300000,5,all,total_query_ms,ms,21.128665,1.8887,1.8887,93.42839499999964,0.058787242823166566,21.0772065,21.164043,0.043418250000000214,5,400,network_transport=excluded,ci=bootstrap_over_process_means
