experiment,run_id,cycle,scheme,scenario,operation,N,q,document_id,keywords,batch_update_ms,first_query_ms,migrated_updates,result_size,correct,seed
E8,0,98,Ren,first_after_update,delete,100000,3,8415080,9,0.0899,0.4319,3,5,1,20260711
E8,0,98,Ren,first_after_update,insert,100000,3,8415080,9,0.0941,0.4329,3,6,1,20260711
E8,0,99,Ren,first_after_update,delete,100000,3,8411912,14,0.1284,1.2939,3,36,1,20260711
E8,0,99,Ren,first_after_update,insert,100000,3,8411912,14,0.1261,1.6459,3,37,1,20260711
E8,0,0,SliceBF,first_after_update,delete,150000,3,8315117,15,0.3848,0.9765,12,0,1,20260711
E8,0,0,SliceBF,first_after_update,insert,150000,3,8315117,15,0.726,1.1217,24,1,1,20260711
E8,0,1,SliceBF,first_after_update,delete,150000,3,8352414,17,0.6104,1.1886,12,3,1,20260711
E8,0,1,SliceBF,first_after_update,insert,150000,3,8352414,17,0.8405,1.2145,24,4,1,20260711
E8,0,2,SliceBF,first_after_update,delete,150000,3,8351208,14,0.295,1.2807,20,0,1,20260711
E8,0,2,SliceBF,first_after_update,insert,150000,3,8351208,14,0.8181,1.2583,32,1,1,20260711
E8,0,3,SliceBF,first_after_update,delete,150000,3,8414166,13,0.3065,1.1922,24,0,1,20260711
E8,0,3,SliceBF,first_after_update,insert,150000,3,8414166,13,0.6183,1.3977,36,1,1,20260711
E8,0,4,SliceBF,first_after_update,delete,150000,3,8405707,17,0.6157,1.2116,28,1,1,20260711
E8,0,4,SliceBF,first_after_update,insert,150000,3,8405707,17,0.8466,1.2176,40,2,1,20260711
E8,0,5,SliceBF,first_after_update,delete,150000,3,8406497,16,0.31,1.3019,14,29,1,20260711
E8,0,5,SliceBF,first_after_update,insert,150000,3,8406497,16,0.6572,1.1542,26,30,1,20260711
E8,0,6,SliceBF,first_after_update,delete,150000,3,8407285,9,0.2708,2.8262,40,281,1,20260711
E8,0,6,SliceBF,first_after_update,insert,150000,3,8407285,9,0.5867,2.5018,52,282,1,20260711
E8,0,7,SliceBF,first_after_update,delete,150000,3,8410387,12,0.3082,2.3186,68,117,1,20260711
E8,0,7,SliceBF,first_after_update,insert,150000,3,8410387,12,0.6231,2.0403,80,118,1,20260711
E8,0,8,SliceBF,first_after_update,delete,150000,3,8403866,15,0.3144,6.6808,78,1121,1,20260711
E8,0,8,SliceBF,first_after_update,insert,150000,3,8403866,15,0.678,6.6527,90,1122,1,20260711
E8,0,9,SliceBF,first_after_update,delete,150000,3,8412332,9,0.2656,2.0519,94,102,1,20260711
E8,0,9,SliceBF,first_after_update,insert,150000,3,8412332,9,0.5766,2.1612,106,103,1,20260711
E8,0,10,SliceBF,first_after_update,delete,150000,3,8421249,19,0.7035,0.955,14,3,1,20260711
E8,0,10,SliceBF,first_after_update,insert,150000,3,8421249,19,0.8619,1.3232,26,4,1,20260711
E8,0,11,SliceBF,first_after_update,delete,150000,3,8408240,9,0.3674,1.3747,38,14,1,20260711
E8,0,11,SliceBF,first_after_update,insert,150000,3,8408240,9,0.7054,1.2916,50,15,1,20260711
E8,0,12,SliceBF,first_after_update,delete,150000,3,8406277,10,0.2637,1.7091,102,13,1,20260711
E8,0,12,SliceBF,first_after_update,insert,150000,3,8406277,10,0.5974,1.844,114,14,1,20260711
E8,0,13,SliceBF,first_after_update,delete,150000,3,8412427,13,0.3574,0.9545,22,1,1,20260711
E8,0,13,SliceBF,first_after_update,insert,150000,3,8412427,13,0.6179,0.9884,34,2,1,20260711
E8,0,14,SliceBF,first_after_update,delete,150000,3,8409682,10,0.2601,1.538,28,97,1,20260711
E8,0,14,SliceBF,first_after_update,insert,150000,3,8409682,10,0.5671,1.6331,40,98,1,20260711
E8,0,15,SliceBF,first_after_update,delete,150000,3,8410902,12,0.284,18.3919,54,3786,1,20260711
E8,0,15,SliceBF,first_after_update,insert,150000,3,8410902,12,0.6627,18.1401,66,3787,1,20260711
E8,0,16,SliceBF,first_after_update,delete,150000,3,8413858,14,0.3224,1.3089,62,1,1,20260711
E8,0,16,SliceBF,first_after_update,insert,150000,3,8413858,14,0.6765,1.3185,74,2,1,20260711
E8,0,17,SliceBF,first_after_update,delete,150000,3,8401172,8,0.1749,2.5885,184,70,1,20260711
E8,0,17,SliceBF,first_after_update,insert,150000,3,8401172,8,0.6266,2.5568,196,71,1,20260711
E8,0,18,SliceBF,first_after_update,delete,150000,3,8401883,13,0.4503,1.6864,60,0,1,20260711
E8,0,18,SliceBF,first_after_update,insert,150000,3,8401883,13,0.6555,1.3374,72,1,1,20260711
E8,0,19,SliceBF,first_after_update,delete,150000,3,8421256,10,0.2689,2.3817,170,44,1,20260711
E8,0,19,SliceBF,first_after_update,insert,150000,3,8421256,10,0.6025,2.1643,182,45,1,20260711
E8,0,20,SliceBF,first_after_update,delete,150000,3,8403467,14,0.2976,1.515,68,0,1,20260711
E8,0,20,SliceBF,first_after_update,insert,150000,3,8403467,14,0.7003,1.576,80,1,1,20260711
E8,0,21,SliceBF,first_after_update,delete,150000,3,8418701,15,0.3137,0.8505,12,0,1,20260711
E8,0,21,SliceBF,first_after_update,insert,150000,3,8418701,15,0.6568,0.8645,24,1,1,20260711
E8,0,22,SliceBF,first_after_update,delete,150000,3,8410524,12,0.2806,1.4152,62,0,1,20260711
E8,0,22,SliceBF,first_after_update,insert,150000,3,8410524,12,0.5983,1.3006,74,1,1,20260711
E8,0,23,SliceBF,first_after_update,delete,150000,3,8405120,17,0.5967,0.9814,16,0,1,20260711
E8,0,23,SliceBF,first_after_update,insert,150000,3,8405120,17,0.9635,1.0265,28,1,1,20260711
E8,0,24,SliceBF,first_after_update,delete,150000,3,8411896,9,0.2524,2.2296,226,31,1,20260711
E8,0,24,SliceBF,first_after_update,insert,150000,3,8411896,9,0.5591,2.4613,238,32,1,20260711
E8,0,25,SliceBF,first_after_update,delete,150000,3,8407185,9,0.2603,1.8752,204,13,1,20260711
E8,0,25,SliceBF,first_after_update,insert,150000,3,8407185,9,0.9283,2.0603,216,14,1,20260711
E8,0,26,SliceBF,first_after_update,delete,150000,3,8411894,8,0.1809,2.2343,272,23,1,20260711
E8,0,26,SliceBF,first_after_update,insert,150000,3,8411894,8,0.4852,2.4305,284,24,1,20260711
E8,0,27,SliceBF,first_after_update,delete,150000,3,8412647,9,0.2639,3.5819,300,313,1,20260711
E8,0,27,SliceBF,first_after_update,insert,150000,3,8412647,9,0.567,4.0107,312,314,1,20260711
E8,0,28,SliceBF,first_after_update,delete,150000,3,8402064,12,0.2908,1.3187,70,1,1,20260711
E8,0,28,SliceBF,first_after_update,insert,150000,3,8402064,12,0.7481,1.334,82,2,1,20260711
E8,0,29,SliceBF,first_after_update,delete,150000,3,8413535,11,0.3997,1.5747,136,1,1,20260711
E8,0,29,SliceBF,first_after_update,insert,150000,3,8413535,11,0.5982,1.6826,148,2,1,20260711
E8,0,30,SliceBF,first_after_update,delete,150000,3,8413170,10,0.2683,1.5664,118,1,1,20260711
E8,0,30,SliceBF,first_after_update,insert,150000,3,8413170,10,0.5694,2.0468,130,2,1,20260711
E8,0,31,SliceBF,first_after_update,delete,150000,3,8412951,13,0.3033,1.2222,18,0,1,20260711
E8,0,31,SliceBF,first_after_update,insert,150000,3,8412951,13,0.7694,0.99,30,1,1,20260711
E8,0,32,SliceBF,first_after_update,delete,150000,3,8401680,17,0.6325,1.7713,174,6,1,20260711
E8,0,32,SliceBF,first_after_update,insert,150000,3,8401680,17,1.0205,1.732,186,7,1,20260711
E8,0,33,SliceBF,first_after_update,delete,150000,3,8411937,17,0.6016,0.8961,14,0,1,20260711
E8,0,33,SliceBF,first_after_update,insert,150000,3,8411937,17,0.8319,0.9089,26,1,1,20260711
E8,0,34,SliceBF,first_after_update,delete,150000,3,8412641,11,0.275,1.477,148,0,1,20260711
E8,0,34,SliceBF,first_after_update,insert,150000,3,8412641,11,0.6992,1.6517,160,1,1,20260711
E8,0,35,SliceBF,first_after_update,delete,150000,3,8408369,10,0.2664,5.9876,376,797,1,20260711
E8,0,35,SliceBF,first_after_update,insert,150000,3,8408369,10,0.7134,5.9794,388,798,1,20260711
E8,0,36,SliceBF,first_after_update,delete,150000,3,8401339,13,0.2967,2.5631,344,12,1,20260711
E8,0,36,SliceBF,first_after_update,insert,150000,3,8401339,13,0.9237,2.6644,356,13,1,20260711
E8,0,37,SliceBF,first_after_update,delete,150000,3,8413715,16,0.3259,1.6438,168,2,1,20260711
E8,0,37,SliceBF,first_after_update,insert,150000,3,8413715,16,0.683,1.8074,180,3,1,20260711
E8,0,38,SliceBF,first_after_update,delete,150000,3,8410541,12,0.2869,1.475,122,0,1,20260711
E8,0,38,SliceBF,first_after_update,insert,150000,3,8410541,12,0.5959,1.5582,134,1,1,20260711
E8,0,39,SliceBF,first_after_update,delete,150000,3,8403683,13,0.2918,2.1749,118,1,1,20260711
E8,0,39,SliceBF,first_after_update,insert,150000,3,8403683,13,0.7028,1.537,130,2,1,20260711
E8,0,40,SliceBF,first_after_update,delete,150000,3,8406686,15,0.3124,1.2938,30,56,1,20260711
E8,0,40,SliceBF,first_after_update,insert,150000,3,8406686,15,0.8756,1.3174,42,57,1,20260711
E8,0,41,SliceBF,first_after_update,delete,150000,3,8400837,16,0.3214,1.5699,118,2,1,20260711
E8,0,41,SliceBF,first_after_update,insert,150000,3,8400837,16,0.682,1.7611,130,3,1,20260711
E8,0,42,SliceBF,first_after_update,delete,150000,3,8401489,7,0.1506,2.1544,246,0,1,20260711
E8,0,42,SliceBF,first_after_update,insert,150000,3,8401489,7,0.4474,2.4548,258,1,1,20260711
E8,0,43,SliceBF,first_after_update,delete,150000,3,8410530,12,0.2929,4.3759,456,254,1,20260711
E8,0,43,SliceBF,first_after_update,insert,150000,3,8410530,12,0.7919,4.0376,468,255,1,20260711
E8,0,44,SliceBF,first_after_update,delete,150000,3,8403593,9,0.2595,3.4082,456,118,1,20260711
E8,0,44,SliceBF,first_after_update,insert,150000,3,8403593,9,0.5845,3.7889,468,119,1,20260711
E8,0,45,SliceBF,first_after_update,delete,150000,3,8413182,11,0.2844,1.6783,164,9,1,20260711
E8,0,45,SliceBF,first_after_update,insert,150000,3,8413182,11,0.6049,1.8193,176,10,1,20260711
E8,0,46,SliceBF,first_after_update,delete,150000,3,8410298,10,0.274,1.6965,90,79,1,20260711
E8,0,46,SliceBF,first_after_update,insert,150000,3,8410298,10,0.5792,1.6688,102,80,1,20260711
E8,0,47,SliceBF,first_after_update,delete,150000,3,8413680,13,0.3021,1.226,26,1,1,20260711
E8,0,47,SliceBF,first_after_update,insert,150000,3,8413680,13,0.6243,1.0898,38,2,1,20260711
E8,0,48,SliceBF,first_after_update,delete,150000,3,8413191,16,0.315,1.1335,32,0,1,20260711
E8,0,48,SliceBF,first_after_update,insert,150000,3,8413191,16,0.6919,1.1872,44,1,1,20260711
E8,0,49,SliceBF,first_after_update,delete,150000,3,8410522,22,0.818,2.0513,196,0,1,20260711
E8,0,49,SliceBF,first_after_update,insert,150000,3,8410522,22,0.9332,2.1737,208,1,1,20260711
E8,0,50,SliceBF,first_after_update,delete,150000,3,8414203,20,0.6525,1.7455,160,31,1,20260711
E8,0,50,SliceBF,first_after_update,insert,150000,3,8414203,20,0.9506,1.761,172,32,1,20260711
E8,0,51,SliceBF,first_after_update,delete,150000,3,8410535,12,0.3906,1.053,16,0,1,20260711
E8,0,51,SliceBF,first_after_update,insert,150000,3,8410535,12,1.1477,1.1717,28,1,1,20260711
E8,0,52,SliceBF,first_after_update,delete,150000,3,8401160,8,0.1682,1.8492,198,0,1,20260711
E8,0,52,SliceBF,first_after_update,insert,150000,3,8401160,8,0.5122,1.7269,210,1,1,20260711
E8,0,53,SliceBF,first_after_update,delete,150000,3,8400623,17,0.6097,1.8892,238,1,1,20260711
E8,0,53,SliceBF,first_after_update,insert,150000,3,8400623,17,1.0111,1.9471,250,2,1,20260711
E8,0,54,SliceBF,first_after_update,delete,150000,3,8408370,7,0.1514,4.144,446,292,1,20260711
E8,0,54,SliceBF,first_after_update,insert,150000,3,8408370,7,0.4673,4.3218,458,293,1,20260711
E8,0,55,SliceBF,first_after_update,delete,150000,3,8411560,12,0.3063,1.7914,228,6,1,20260711
E8,0,55,SliceBF,first_after_update,insert,150000,3,8411560,12,0.6303,1.7923,240,7,1,20260711
E8,0,56,SliceBF,first_after_update,delete,150000,3,8410647,13,0.2984,1.9752,238,6,1,20260711
E8,0,56,SliceBF,first_after_update,insert,150000,3,8410647,13,0.6302,1.8443,250,7,1,20260711
E8,0,57,SliceBF,first_after_update,delete,150000,3,8403289,12,0.2809,2.6665,334,1,1,20260711
E8,0,57,SliceBF,first_after_update,insert,150000,3,8403289,12,0.964,2.4485,346,2,1,20260711
E8,0,58,SliceBF,first_after_update,delete,150000,3,8413208,14,0.3866,1.3412,54,0,1,20260711
E8,0,58,SliceBF,first_after_update,insert,150000,3,8413208,14,0.6453,1.2494,66,1,1,20260711
E8,0,59,SliceBF,first_after_update,delete,150000,3,8412255,8,0.1579,1.2591,94,10,1,20260711
E8,0,59,SliceBF,first_after_update,insert,150000,3,8412255,8,0.4564,1.3848,106,11,1,20260711
E8,0,60,SliceBF,first_after_update,delete,150000,3,8408997,17,0.6055,4.914,130,580,1,20260711
E8,0,60,SliceBF,first_after_update,insert,150000,3,8408997,17,1.1022,4.4224,142,581,1,20260711
E8,0,61,SliceBF,first_after_update,delete,150000,3,8501919,11,0.2986,1.5145,118,15,1,20260711
E8,0,61,SliceBF,first_after_update,insert,150000,3,8501919,11,0.6762,1.5167,130,16,1,20260711
E8,0,62,SliceBF,first_after_update,delete,150000,3,8412832,11,0.2768,1.3544,80,1,1,20260711
E8,0,62,SliceBF,first_after_update,insert,150000,3,8412832,11,0.6252,1.2253,92,2,1,20260711
E8,0,63,SliceBF,first_after_update,delete,150000,3,8421105,9,0.2566,4.7073,542,154,1,20260711
E8,0,63,SliceBF,first_after_update,insert,150000,3,8421105,9,0.6059,3.8057,554,155,1,20260711
E8,0,64,SliceBF,first_after_update,delete,150000,3,8419429,11,0.2793,2.9806,566,2,1,20260711
E8,0,64,SliceBF,first_after_update,insert,150000,3,8419429,11,0.6276,3.2982,578,3,1,20260711
E8,0,65,SliceBF,first_after_update,delete,150000,3,8317279,9,0.2741,14.1821,634,2303,1,20260711
E8,0,65,SliceBF,first_after_update,insert,150000,3,8317279,9,0.6253,13.8451,646,2304,1,20260711
E8,0,66,SliceBF,first_after_update,delete,150000,3,8409004,20,0.7656,1.8798,182,2,1,20260711
E8,0,66,SliceBF,first_after_update,insert,150000,3,8409004,20,1.0391,1.7306,194,3,1,20260711
E8,0,67,SliceBF,first_after_update,delete,150000,3,8420000,11,0.282,1.0464,36,0,1,20260711
E8,0,67,SliceBF,first_after_update,insert,150000,3,8420000,11,0.7392,1.092,48,1,1,20260711
E8,0,68,SliceBF,first_after_update,delete,150000,3,8410852,10,0.2677,1.832,252,1,1,20260711
E8,0,68,SliceBF,first_after_update,insert,150000,3,8410852,10,0.5866,1.9468,264,2,1,20260711
E8,0,69,SliceBF,first_after_update,delete,150000,3,8501237,11,0.2763,2.0557,184,10,1,20260711
E8,0,69,SliceBF,first_after_update,insert,150000,3,8501237,11,0.5964,2.2779,196,11,1,20260711
E8,0,70,SliceBF,first_after_update,delete,150000,3,8414913,11,0.286,0.9704,30,0,1,20260711
E8,0,70,SliceBF,first_after_update,insert,150000,3,8414913,11,0.5953,1.0079,42,1,1,20260711
E8,0,71,SliceBF,first_after_update,delete,150000,3,8407054,10,0.268,1.9638,270,0,1,20260711
E8,0,71,SliceBF,first_after_update,insert,150000,3,8407054,10,0.6886,1.9905,282,1,1,20260711
E8,0,72,SliceBF,first_after_update,delete,150000,3,8411637,13,0.2925,2.4645,344,2,1,20260711
E8,0,72,SliceBF,first_after_update,insert,150000,3,8411637,13,0.7364,2.6218,356,3,1,20260711
E8,0,73,SliceBF,first_after_update,delete,150000,3,8410525,13,0.2936,1.0626,38,0,1,20260711
E8,0,73,SliceBF,first_after_update,insert,150000,3,8410525,13,0.6392,1.122,50,1,1,20260711
E8,0,74,SliceBF,first_after_update,delete,150000,3,8403780,10,0.2673,2.3548,268,86,1,20260711
E8,0,74,SliceBF,first_after_update,insert,150000,3,8403780,10,0.627,2.5114,280,87,1,20260711
E8,0,75,SliceBF,first_after_update,delete,150000,3,8407069,10,0.2686,1.9004,234,25,1,20260711
E8,0,75,SliceBF,first_after_update,insert,150000,3,8407069,10,0.5827,2.0423,246,26,1,20260711
E8,0,76,SliceBF,first_after_update,delete,150000,3,8418406,15,0.3093,1.159,64,0,1,20260711
E8,0,76,SliceBF,first_after_update,insert,150000,3,8418406,15,0.6465,1.4077,76,1,1,20260711
E8,0,77,SliceBF,first_after_update,delete,150000,3,8421121,9,0.3364,1.3377,98,0,1,20260711
E8,0,77,SliceBF,first_after_update,insert,150000,3,8421121,9,0.6972,1.346,110,1,1,20260711
E8,0,78,SliceBF,first_after_update,delete,150000,3,8419919,13,0.3044,1.9311,272,0,1,20260711
E8,0,78,SliceBF,first_after_update,insert,150000,3,8419919,13,0.6373,2.0691,284,1,1,20260711
E8,0,79,SliceBF,first_after_update,delete,150000,3,8406575,16,0.3282,1.9178,280,0,1,20260711
E8,0,79,SliceBF,first_after_update,insert,150000,3,8406575,16,0.6647,2.405,292,1,1,20260711
E8,0,80,SliceBF,first_after_update,delete,150000,3,8407248,10,0.2733,1.9759,224,8,1,20260711
E8,0,80,SliceBF,first_after_update,insert,150000,3,8407248,10,0.6069,2.0271,236,9,1,20260711
E8,0,81,SliceBF,first_after_update,delete,150000,3,8408540,11,0.2871,4.1943,878,14,1,20260711
E8,0,81,SliceBF,first_after_update,insert,150000,3,8408540,11,0.7105,4.0829,890,15,1,20260711
E8,0,82,SliceBF,first_after_update,delete,150000,3,8407330,12,0.2833,2.6312,318,77,1,20260711
E8,0,82,SliceBF,first_after_update,insert,150000,3,8407330,12,0.6226,2.4013,330,78,1,20260711
E8,0,83,SliceBF,first_after_update,delete,150000,3,8410017,10,0.3753,6.4173,940,426,1,20260711
E8,0,83,SliceBF,first_after_update,insert,150000,3,8410017,10,0.5932,6.3968,952,427,1,20260711
E8,0,84,SliceBF,first_after_update,delete,150000,3,8414471,11,0.3421,1.8655,238,0,1,20260711
E8,0,84,SliceBF,first_after_update,insert,150000,3,8414471,11,0.6307,2.0328,250,1,1,20260711
E8,0,85,SliceBF,first_after_update,delete,150000,3,8416431,15,0.319,0.8764,16,0,1,20260711
E8,0,85,SliceBF,first_after_update,insert,150000,3,8416431,15,0.6557,0.9151,28,1,1,20260711
E8,0,86,SliceBF,first_after_update,delete,150000,3,8414281,13,0.2928,1.4782,134,0,1,20260711
E8,0,86,SliceBF,first_after_update,insert,150000,3,8414281,13,0.6381,1.4209,146,1,1,20260711
E8,0,87,SliceBF,first_after_update,delete,150000,3,8408294,13,0.2899,1.1732,70,0,1,20260711
E8,0,87,SliceBF,first_after_update,insert,150000,3,8408294,13,0.7782,1.6031,82,1,1,20260711
E8,0,88,SliceBF,first_after_update,delete,150000,3,8410838,10,0.2779,1.3691,128,5,1,20260711
E8,0,88,SliceBF,first_after_update,insert,150000,3,8410838,10,0.5972,1.4063,140,6,1,20260711
E8,0,89,SliceBF,first_after_update,delete,150000,3,8410882,10,0.2664,4.2573,790,84,1,20260711
E8,0,89,SliceBF,first_after_update,insert,150000,3,8410882,10,0.5895,4.285,802,85,1,20260711
E8,0,90,SliceBF,first_after_update,delete,150000,3,8420631,12,0.2882,4.0752,790,2,1,20260711
E8,0,90,SliceBF,first_after_update,insert,150000,3,8420631,12,0.6346,3.8581,802,3,1,20260711
E8,0,91,SliceBF,first_after_update,delete,150000,3,8501685,14,0.3073,1.0107,48,0,1,20260711
E8,0,91,SliceBF,first_after_update,insert,150000,3,8501685,14,0.6478,1.0459,60,1,1,20260711
E8,0,92,SliceBF,first_after_update,delete,150000,3,8418206,16,0.3243,2.3113,254,67,1,20260711
E8,0,92,SliceBF,first_after_update,insert,150000,3,8418206,16,0.6746,2.3123,266,68,1,20260711
E8,0,93,SliceBF,first_after_update,delete,150000,3,8412985,9,0.2652,2.2797,324,0,1,20260711
E8,0,93,SliceBF,first_after_update,insert,150000,3,8412985,9,0.5714,2.1826,336,1,1,20260711
E8,0,94,SliceBF,first_after_update,delete,150000,3,8415488,8,0.1662,5.4979,1062,117,1,20260711
E8,0,94,SliceBF,first_after_update,insert,150000,3,8415488,8,0.4894,5.7464,1074,118,1,20260711
E8,0,95,SliceBF,first_after_update,delete,150000,3,8505051,13,0.318,1.2468,36,0,1,20260711
E8,0,95,SliceBF,first_after_update,insert,150000,3,8505051,13,0.6688,1.0976,48,1,1,20260711
E8,0,96,SliceBF,first_after_update,delete,150000,3,8412299,13,0.295,2.3357,370,3,1,20260711
E8,0,96,SliceBF,first_after_update,insert,150000,3,8412299,13,0.6459,2.5861,382,4,1,20260711
E8,0,97,SliceBF,first_after_update,delete,150000,3,8420664,14,0.3019,2.242,316,24,1,20260711
E8,0,97,SliceBF,first_after_update,insert,150000,3,8420664,14,0.6361,2.6742,328,25,1,20260711
E8,0,98,SliceBF,first_after_update,delete,150000,3,8415080,9,0.2642,2.4194,358,6,1,20260711
E8,0,98,SliceBF,first_after_update,insert,150000,3,8415080,9,0.698,2.4244,370,7,1,20260711
E8,0,99,SliceBF,first_after_update,delete,150000,3,8411912,14,0.3052,2.6082,318,46,1,20260711
E8,0,99,SliceBF,first_after_update,insert,150000,3,8411912,14,0.6578,2.3428,330,47,1,20260711
E8,0,0,Ren,first_after_update,delete,150000,3,8315117,15,0.1188,0.0234,3,0,1,20260711
E8,0,0,Ren,first_after_update,insert,150000,3,8315117,15,0.1134,0.0288,3,1,1,20260711
E8,0,1,Ren,first_after_update,delete,150000,3,8352414,17,0.1259,1.4369,3,3,1,20260711
E8,0,1,Ren,first_after_update,insert,150000,3,8352414,17,0.1259,1.622,3,4,1,20260711
E8,0,2,Ren,first_after_update,delete,150000,3,8351208,14,0.1113,0.0485,3,0,1,20260711
E8,0,2,Ren,first_after_update,insert,150000,3,8351208,14,0.1136,0.1782,3,1,1,20260711
E8,0,3,Ren,first_after_update,delete,150000,3,8414166,13,0.1138,0.0403,3,0,1,20260711
E8,0,3,Ren,first_after_update,insert,150000,3,8414166,13,0.17,0.0361,3,1,1,20260711
E8,0,4,Ren,first_after_update,delete,150000,3,8405707,17,0.1511,0.0888,3,1,1,20260711
E8,0,4,Ren,first_after_update,insert,150000,3,8405707,17,0.1288,0.0927,3,2,1,20260711
E8,0,5,Ren,first_after_update,delete,150000,3,8406497,16,0.1252,3.8108,3,29,1,20260711
E8,0,5,Ren,first_after_update,insert,150000,3,8406497,16,0.2638,3.7965,3,30,1,20260711
E8,0,6,Ren,first_after_update,delete,150000,3,8407285,9,0.102,10.4384,3,281,1,20260711
E8,0,6,Ren,first_after_update,insert,150000,3,8407285,9,0.0737,11.1962,3,282,1,20260711
E8,0,7,Ren,first_after_update,delete,150000,3,8410387,12,0.0964,0.556,3,117,1,20260711
E8,0,7,Ren,first_after_update,insert,150000,3,8410387,12,0.0933,0.5601,3,118,1,20260711
E8,0,8,Ren,first_after_update,delete,150000,3,8403866,15,0.1136,6.4839,3,1121,1,20260711
E8,0,8,Ren,first_after_update,insert,150000,3,8403866,15,0.1393,6.4676,3,1122,1,20260711
E8,0,9,Ren,first_after_update,delete,150000,3,8412332,9,0.0915,2.0489,3,102,1,20260711
E8,0,9,Ren,first_after_update,insert,150000,3,8412332,9,0.0928,1.7914,3,103,1,20260711
E8,0,10,Ren,first_after_update,delete,150000,3,8421249,19,0.1622,0.8873,3,3,1,20260711
E8,0,10,Ren,first_after_update,insert,150000,3,8421249,19,0.1691,0.9351,3,4,1,20260711
E8,0,11,Ren,first_after_update,delete,150000,3,8408240,9,0.098,0.5969,3,14,1,20260711
E8,0,11,Ren,first_after_update,insert,150000,3,8408240,9,0.0761,0.6215,3,15,1,20260711
E8,0,12,Ren,first_after_update,delete,150000,3,8406277,10,0.096,0.8584,3,13,1,20260711
E8,0,12,Ren,first_after_update,insert,150000,3,8406277,10,0.1172,0.8733,3,14,1,20260711
E8,0,13,Ren,first_after_update,delete,150000,3,8412427,13,0.116,0.3439,3,1,1,20260711
E8,0,13,Ren,first_after_update,insert,150000,3,8412427,13,0.1253,0.3457,3,2,1,20260711
E8,0,14,Ren,first_after_update,delete,150000,3,8409682,10,0.0999,5.2515,3,97,1,20260711
E8,0,14,Ren,first_after_update,insert,150000,3,8409682,10,0.1025,5.1862,3,98,1,20260711
E8,0,15,Ren,first_after_update,delete,150000,3,8410902,12,0.1113,11.5148,3,3786,1,20260711
E8,0,15,Ren,first_after_update,insert,150000,3,8410902,12,0.091,11.6369,3,3787,1,20260711
E8,0,16,Ren,first_after_update,delete,150000,3,8413858,14,0.1128,1.0928,3,1,1,20260711
E8,0,16,Ren,first_after_update,insert,150000,3,8413858,14,0.2373,1.7648,3,2,1,20260711
E8,0,17,Ren,first_after_update,delete,150000,3,8401172,8,0.0656,0.5366,3,70,1,20260711
E8,0,17,Ren,first_after_update,insert,150000,3,8401172,8,0.0653,0.546,3,71,1,20260711
E8,0,18,Ren,first_after_update,delete,150000,3,8401883,13,0.1004,0.9619,3,0,1,20260711
E8,0,18,Ren,first_after_update,insert,150000,3,8401883,13,0.1004,0.9296,3,1,1,20260711
E8,0,19,Ren,first_after_update,delete,150000,3,8421256,10,0.0797,0.8058,3,44,1,20260711
E8,0,19,Ren,first_after_update,insert,150000,3,8421256,10,0.081,0.8071,3,45,1,20260711
E8,0,20,Ren,first_after_update,delete,150000,3,8403467,14,0.1089,0.2305,3,0,1,20260711
E8,0,20,Ren,first_after_update,insert,150000,3,8403467,14,0.1287,0.2343,3,1,1,20260711
E8,0,21,Ren,first_after_update,delete,150000,3,8418701,15,0.136,0.0289,3,0,1,20260711
E8,0,21,Ren,first_after_update,insert,150000,3,8418701,15,0.1118,0.0294,3,1,1,20260711
E8,0,22,Ren,first_after_update,delete,150000,3,8410524,12,0.0921,0.0323,3,0,1,20260711
E8,0,22,Ren,first_after_update,insert,150000,3,8410524,12,0.1973,0.0431,3,1,1,20260711
E8,0,23,Ren,first_after_update,delete,150000,3,8405120,17,0.1457,0.047,3,0,1,20260711
E8,0,23,Ren,first_after_update,insert,150000,3,8405120,17,0.1276,0.0476,3,1,1,20260711
E8,0,24,Ren,first_after_update,delete,150000,3,8411896,9,0.0708,0.2339,3,31,1,20260711
E8,0,24,Ren,first_after_update,insert,150000,3,8411896,9,0.0944,0.2345,3,32,1,20260711
E8,0,25,Ren,first_after_update,delete,150000,3,8407185,9,0.0966,0.2891,3,13,1,20260711
E8,0,25,Ren,first_after_update,insert,150000,3,8407185,9,0.0885,0.4298,3,14,1,20260711
E8,0,26,Ren,first_after_update,delete,150000,3,8411894,8,0.0883,0.1157,3,23,1,20260711
E8,0,26,Ren,first_after_update,insert,150000,3,8411894,8,0.0976,0.1065,3,24,1,20260711
E8,0,27,Ren,first_after_update,delete,150000,3,8412647,9,0.0889,7.858,3,313,1,20260711
E8,0,27,Ren,first_after_update,insert,150000,3,8412647,9,0.0921,7.6899,3,314,1,20260711
E8,0,28,Ren,first_after_update,delete,150000,3,8402064,12,0.1347,0.04,3,1,1,20260711
E8,0,28,Ren,first_after_update,insert,150000,3,8402064,12,0.111,0.0431,3,2,1,20260711
E8,0,29,Ren,first_after_update,delete,150000,3,8413535,11,0.2291,0.9704,3,1,1,20260711
E8,0,29,Ren,first_after_update,insert,150000,3,8413535,11,0.1104,0.9647,3,2,1,20260711
E8,0,30,Ren,first_after_update,delete,150000,3,8413170,10,0.1001,0.0481,3,1,1,20260711
E8,0,30,Ren,first_after_update,insert,150000,3,8413170,10,0.0767,0.0473,3,2,1,20260711
