experiment,scheme,N,q,selectivity,metric,unit,mean,median,p50,p95,sd_between_runs,ci95_low,ci95_high,ci95_half,n_runs,n_measurements,param1,param2
E1,Doris,50000,3,all,total_query_ms,ms,5.72372175,0.42510000000000003,0.42510000000000003,23.615484999999822,0.07945089360730932,5.66145325,5.78430625,0.06142650000000005,5,400,network_transport=excluded,ci=bootstrap_over_process_means
E1,Doris,50000,3,common,total_query_ms,ms,15.60202,15.9212,15.9212,30.488554999999995,0.21691944511060252,15.42869,15.760926428571429,0.1661182142857145,5,140,network_transport=excluded,ci=bootstrap_over_process_means
E1,Doris,50000,3,medium,total_query_ms,ms,0.20969923076923078,0.0864,0.0864,1.094085,0.005282140558120315,0.2062438461538462,0.21428615384615385,0.004021153846153827,5,130,network_transport=excluded,ci=bootstrap_over_process_means
E1,Doris,50000,3,rare,total_query_ms,ms,0.599576923076923,0.3012,0.3012,2.4020650000000003,0.01700338636651523,0.5872976923076922,0.613783076923077,0.013242692307692372,5,130,network_transport=excluded,ci=bootstrap_over_process_means
E1,Doris,100000,3,all,total_query_ms,ms,13.26391275,0.9105,0.9105,56.18153499999988,0.1278179739946371,13.163134750000001,13.36469075,0.10077799999999915,5,400,network_transport=excluded,ci=bootstrap_over_process_means
E1,Doris,100000,3,common,total_query_ms,ms,36.36787428571429,31.968600000000002,31.968600000000002,70.564505,0.3496367864951617,36.093337142857145,36.64241142857143,0.2745371428571417,5,140,network_transport=excluded,ci=bootstrap_over_process_means
E1,Doris,100000,3,medium,total_query_ms,ms,0.45656846153846153,0.18535000000000001,0.18535000000000001,2.76213,0.007842666268634887,0.45051923076923084,0.46261769230769234,0.006049230769230751,5,130,network_transport=excluded,ci=bootstrap_over_process_means
E1,Doris,100000,3,rare,total_query_ms,ms,1.1900676923076923,0.5448999999999999,0.5448999999999999,4.920375,0.0178169502849287,1.1759584615384613,1.204176923076923,0.014109230769230874,5,130,network_transport=excluded,ci=bootstrap_over_process_means
E1,Doris,150000,3,all,total_query_ms,ms,20.71815075,1.26225,1.26225,91.339625,0.2393258564707716,20.56314825,20.92913225,0.1829919999999987,5,400,network_transport=excluded,ci=bootstrap_over_process_means
E1,Doris,150000,3,common,total_query_ms,ms,56.77415,45.9259,45.9259,96.707765,0.633892444081223,56.36702214285714,57.33832857142856,0.48565321428571195,5,140,network_transport=excluded,ci=bootstrap_over_process_means
E1,Doris,150000,3,medium,total_query_ms,ms,0.7238792307692308,0.2365,0.2365,4.792885,0.018777614300452727,0.7121500000000001,0.7399023076923077,0.013876153846153816,5,130,network_transport=excluded,ci=bootstrap_over_process_means
E1,Doris,150000,3,rare,total_query_ms,ms,1.8828846153846155,0.736,0.736,8.419215000000001,0.03913107080904796,1.853825384615385,1.9149284615384616,0.030551538461538352,5,130,network_transport=excluded,ci=bootstrap_over_process_means
E1,Doris,200000,3,all,total_query_ms,ms,29.063592,1.7143000000000002,1.7143000000000002,121.77545,0.8475909636335683,28.458128999999996,29.8103775,0.6761242500000026,5,400,network_transport=excluded,ci=bootstrap_over_process_means
E1,Doris,200000,3,common,total_query_ms,ms,79.68181071428572,63.344049999999996,63.344049999999996,132.35139999999998,2.322061794513288,78.02503142857142,81.72949285714286,1.8522307142857173,5,140,network_transport=excluded,ci=bootstrap_over_process_means
E1,Doris,200000,3,medium,total_query_ms,ms,0.9966076923076923,0.33304999999999996,0.33304999999999996,6.63367,0.02611557040831158,0.9763723076923077,1.0173323076923075,0.020479999999999943,5,130,network_transport=excluded,ci=bootstrap_over_process_means
E1,Doris,200000,3,rare,total_query_ms,ms,2.6186484615384615,0.9352499999999999,0.9352499999999999,13.28538,0.08254268174206349,2.5591007692307697,2.690359230769231,0.06562923076923055,5,130,network_transport=excluded,ci=bootstrap_over_process_means
E1,Doris,250000,3,all,total_query_ms,ms,35.21202325,2.2055499999999997,2.2055499999999997,153.48810000000003,0.5180180591405869,34.80933925000001,35.59514075,0.39290074999999547,5,400,network_transport=excluded,ci=bootstrap_over_process_means
E1,Doris,250000,3,common,total_query_ms,ms,96.37728071428572,75.9643,75.9643,167.2501,1.4089405437536748,95.27468928571429,97.41543857142857,1.0703746428571392,5,140,network_transport=excluded,ci=bootstrap_over_process_means
E1,Doris,250000,3,medium,total_query_ms,ms,1.2598838461538462,0.41459999999999997,0.41459999999999997,8.708210000000001,0.027629092162570434,1.238486923076923,1.2802200000000001,0.02086653846153852,5,130,network_transport=excluded,ci=bootstrap_over_process_means
E1,Doris,250000,3,rare,total_query_ms,ms,3.293885384615385,1.044,1.044,16.777320000000003,0.05182199979469994,3.253414615384615,3.3343561538461537,0.04047076923076931,5,130,network_transport=excluded,ci=bootstrap_over_process_means
E1,Doris,300000,3,all,total_query_ms,ms,40.370898749999995,2.5903,2.5903,178.15334999999968,0.45708843263127064,40.0317215,40.747925249999994,0.3581018749999956,5,400,network_transport=excluded,ci=bootstrap_over_process_means
E1,Doris,300000,3,common,total_query_ms,ms,110.22433571428571,89.43115,89.43115,233.88235,1.2343171832700925,109.324265,111.24005142857143,0.9578932142857184,5,140,network_transport=excluded,ci=bootstrap_over_process_means
E1,Doris,300000,3,medium,total_query_ms,ms,1.5156923076923077,0.48485,0.48485,10.146619999999999,0.037011302048022325,1.487163076923077,1.5442215384615383,0.02852923076923064,5,130,network_transport=excluded,ci=bootstrap_over_process_means
