experiment,run_id,scheme,N,query_id,q,bucket,trapdoor_ms,server_ms,unmask_ms,delta_replay_ms,verify_ms,client_ms,total_ms,groups,aggregate_bytes,delta_records,delta_bytes,requested_buckets,returned_bucket_slots,trapdoor_bytes,bucket_bytes,client_to_server_bytes,server_to_client_bytes,candidates,final_results,correct,seed
E1,0,SliceBF,50000,common_008,3,common,0.0281,0.1206,0.3931,0.0641,1.7652,2.2224,2.3711,1,25280,0,0,371,23744,616,11418688,2100,11443968,491,491,1,20260711
E1,0,SliceBF,50000,common_013,3,common,0.0292,0.1339,0.2833,0.0663,3.003,3.3526,3.5157,1,25280,0,0,459,29376,616,14470720,2452,14496000,802,802,1,20260711
E1,0,SliceBF,50000,common_010,3,common,0.032,0.1017,0.2823,0.0639,2.2198,2.566,2.6997,1,25280,0,0,330,21120,616,11094912,1936,11120192,554,554,1,20260711
E1,0,SliceBF,50000,medium_020,3,medium,0.0301,0.0242,0.3838,0.0576,0.0078,0.4492,0.5035,1,25280,0,0,1,64,616,41664,620,66944,1,1,1,20260711
E1,0,SliceBF,50000,common_011,3,common,0.0284,0.0863,0.3042,0.0642,2.7163,3.0847,3.1994,1,25280,0,0,259,16576,616,9840704,1652,9865984,630,630,1,20260711
E1,0,SliceBF,50000,rare_021,3,rare,0.0299,0.0244,0.2363,0.0575,0.0078,0.3016,0.3559,1,25280,0,0,1,64,616,25280,620,50560,1,1,1,20260711
E1,0,SliceBF,50000,rare_000,3,rare,0.0284,0.0249,0.2461,0.0576,0.0073,0.311,0.3643,1,25280,0,0,1,64,616,25280,620,50560,1,1,1,20260711
E1,0,SliceBF,50000,common_017,3,common,0.0281,0.1621,0.4766,0.068,3.6318,4.1764,4.3666,1,25280,0,0,581,37184,616,16891328,2940,16916608,1018,1018,1,20260711
E1,0,SliceBF,50000,medium_017,3,medium,0.0338,0.0284,0.286,0.0582,0.0085,0.3527,0.4149,1,25280,0,0,1,64,616,25280,620,50560,1,1,1,20260711
E1,0,SliceBF,50000,rare_007,3,rare,0.0284,0.0232,0.2877,0.0578,0.0095,0.355,0.4066,1,25280,0,0,1,64,616,41664,620,66944,1,1,1,20260711
E1,0,SliceBF,50000,medium_007,3,medium,0.0281,0.0242,0.2642,0.0565,0.0078,0.3285,0.3808,1,25280,0,0,1,64,616,25280,620,50560,1,1,1,20260711
E1,0,SliceBF,50000,common_016,3,common,0.0289,0.1555,0.4327,0.0681,3.5903,4.0911,4.2755,1,25280,0,0,534,34176,616,16227456,2752,16252736,969,969,1,20260711
E1,0,SliceBF,50000,common_001,3,common,0.0319,0.0896,0.4179,0.0621,1.5388,2.0188,2.1403,1,25280,0,0,264,16896,616,9180672,1672,9205952,395,395,1,20260711
E1,0,SliceBF,50000,medium_022,3,medium,0.0294,0.0232,0.3024,0.0577,0.007,0.3671,0.4197,1,25280,0,0,1,64,616,25280,620,50560,1,1,1,20260711
E1,0,SliceBF,50000,rare_006,3,rare,0.0281,0.0225,0.23,0.1611,0.0085,0.3996,0.4502,1,25280,0,0,1,64,616,25280,620,50560,1,1,1,20260711
E1,0,SliceBF,50000,common_002,3,common,0.0285,0.0866,0.3012,0.0622,1.5861,1.9495,2.0646,1,25280,0,0,248,15872,616,8759808,1608,8785088,401,401,1,20260711
E1,0,SliceBF,50000,medium_013,3,medium,0.029,0.0261,0.2438,0.0576,0.0079,0.3093,0.3644,1,25280,0,0,1,64,616,41664,620,66944,1,1,1,20260711
E1,0,SliceBF,50000,medium_025,3,medium,0.0284,0.0236,0.2462,0.0575,0.007,0.3107,0.3627,1,25280,0,0,1,64,616,25280,620,50560,1,1,1,20260711
E1,0,SliceBF,50000,common_022,3,common,0.0278,0.2251,0.4232,0.0774,7.3294,7.83,8.0829,1,25280,0,0,732,46848,616,21503232,3544,21528512,2083,2083,1,20260711
E1,0,SliceBF,50000,common_003,3,common,0.0357,0.119,0.4103,0.0633,1.5929,2.0665,2.2212,1,25280,0,0,319,20416,616,10292544,1892,10317824,426,426,1,20260711
E1,0,SliceBF,50000,medium_018,3,medium,0.0299,0.0268,0.2381,0.0579,0.0082,0.3042,0.3609,1,25280,0,0,1,64,616,41664,620,66944,1,1,1,20260711
E1,0,SliceBF,50000,rare_013,3,rare,0.0293,0.0231,0.2581,0.0575,0.007,0.3226,0.375,1,25280,0,0,1,64,616,25280,620,50560,1,1,1,20260711
E1,0,SliceBF,50000,rare_016,3,rare,0.0289,0.0247,0.3787,0.0575,0.0084,0.4446,0.4982,1,25280,0,0,1,64,616,41664,620,66944,1,1,1,20260711
E1,0,XEBFF-Conj,50000,common_018,3,common,5.8035,2.0705,0,0,0.6171,0.6171,8.4911,0,0,0,0,0,0,88160,0,88160,38084,1469,1088,1,20260711
E1,0,XEBFF-Conj,50000,common_000,3,common,9.4333,3.2014,0,0,0.2377,0.2377,12.8724,0,0,0,0,0,0,143900,0,143900,13549,2398,387,1,20260711
E1,0,XEBFF-Conj,50000,common_005,3,common,8.9773,2.8522,0,0,0.2675,0.2675,12.097,0,0,0,0,0,0,132440,0,132440,15684,2207,448,1,20260711
E1,0,XEBFF-Conj,50000,rare_015,3,rare,0.422,0.1323,0,0,0.0014,0.0014,0.5557,0,0,0,0,0,0,6200,0,6200,39,103,1,1,20260711
E1,0,XEBFF-Conj,50000,rare_002,3,rare,1.61,0.4966,0,0,0.0015,0.0015,2.1081,0,0,0,0,0,0,23180,0,23180,39,386,1,1,20260711
E1,0,XEBFF-Conj,50000,medium_010,3,medium,0.024,0.0017,0,0,0.0009,0.0009,0.0266,0,0,0,0,0,0,80,0,80,39,1,1,1,20260711
E1,0,XEBFF-Conj,50000,medium_014,3,medium,0.0781,0.0198,0,0,0.001,0.001,0.0989,0,0,0,0,0,0,920,0,920,39,15,1,1,20260711
E1,0,XEBFF-Conj,50000,common_007,3,common,1.9167,0.6425,0,0,0.2627,0.2627,2.8219,0,0,0,0,0,0,29480,0,29480,16139,491,461,1,20260711
E1,0,XEBFF-Conj,50000,rare_017,3,rare,0.0711,0.0174,0,0,0.001,0.001,0.0895,0,0,0,0,0,0,800,0,800,39,13,1,1,20260711
E1,0,XEBFF-Conj,50000,medium_023,3,medium,0.3702,0.1178,0,0,0.0009,0.0009,0.4889,0,0,0,0,0,0,5540,0,5540,39,92,1,1,20260711
E1,0,XEBFF-Conj,50000,rare_010,3,rare,0.2844,0.2029,0,0,0.0013,0.0013,0.4886,0,0,0,0,0,0,4100,0,4100,39,68,1,1,20260711
E1,0,XEBFF-Conj,50000,common_014,3,common,5.8096,1.8837,0,0,0.4695,0.4695,8.1628,0,0,0,0,0,0,88640,0,88640,28984,1477,828,1,20260711
E1,0,XEBFF-Conj,50000,common_027,3,common,21.3525,10.162,0,0,2.3512,2.3512,33.8657,0,0,0,0,0,0,308240,0,308240,147494,5137,4214,1,20260711
E1,0,XEBFF-Conj,50000,medium_021,3,medium,0.0679,0.0127,0,0,0.0029,0.0029,0.0835,0,0,0,0,0,0,560,0,560,39,9,1,1,20260711
E1,0,XEBFF-Conj,50000,common_021,3,common,13.1903,5.2965,0,0,1.1957,1.1957,19.6825,0,0,0,0,0,0,199580,0,199580,42319,3326,1209,1,20260711
E1,0,XEBFF-Conj,50000,medium_004,3,medium,0.1079,0.0194,0,0,0.0051,0.0051,0.1324,0,0,0,0,0,0,560,0,560,39,9,1,1,20260711
E1,0,XEBFF-Conj,50000,medium_001,3,medium,0.0374,0.0022,0,0,0.0019,0.0019,0.0415,0,0,0,0,0,0,80,0,80,39,1,1,1,20260711
E1,0,XEBFF-Conj,50000,common_015,3,common,20.7867,7.1633,0,0,0.538,0.538,28.488,0,0,0,0,0,0,309680,0,309680,31399,5161,897,1,20260711
E1,0,XEBFF-Conj,50000,common_024,3,common,12.3271,4.0779,0,0,1.8178,1.8178,18.2228,0,0,0,0,0,0,184040,0,184040,107104,3067,3060,1,20260711
E1,0,XEBFF-Conj,50000,medium_003,3,medium,0.0324,0.0021,0,0,0.0028,0.0028,0.0373,0,0,0,0,0,0,80,0,80,39,1,1,1,20260711
E1,0,XEBFF-Conj,50000,common_023,3,common,13.1018,4.5551,0,0,1.3947,1.3947,19.0516,0,0,0,0,0,0,199580,0,199580,86104,3326,2460,1,20260711
E1,0,XEBFF-Conj,50000,rare_019,3,rare,1.6741,0.5409,0,0,0.0052,0.0052,2.2202,0,0,0,0,0,0,23540,0,23540,39,392,1,1,20260711
E1,0,XEBFF-Conj,50000,common_020,3,common,15.4466,5.2382,0,0,0.7636,0.7636,21.4484,0,0,0,0,0,0,236000,0,236000,40394,3933,1154,1,20260711
E1,0,XEBFF-Conj,50000,rare_025,3,rare,0.2231,0.0672,0,0,0.0018,0.0018,0.2921,0,0,0,0,0,0,3080,0,3080,39,51,1,1,20260711
E1,0,XEBFF-Conj,50000,rare_003,3,rare,0.0245,0.0021,0,0,0.0008,0.0008,0.0274,0,0,0,0,0,0,80,0,80,39,1,1,1,20260711
E1,0,XEBFF-Conj,50000,medium_006,3,medium,0.0234,0.0021,0,0,0.0011,0.0011,0.0266,0,0,0,0,0,0,80,0,80,39,1,1,1,20260711
E1,0,XEBFF-Conj,50000,common_019,3,common,14.9867,6.9007,0,0,0.649,0.649,22.5364,0,0,0,0,0,0,207500,0,207500,39309,3458,1123,1,20260711
E1,0,XEBFF-Conj,50000,medium_002,3,medium,0.0314,0.0022,0,0,0.0019,0.0019,0.0355,0,0,0,0,0,0,80,0,80,39,1,1,1,20260711
E1,0,XEBFF-Conj,50000,common_026,3,common,20.6694,6.8808,0,0,2.3849,2.3849,29.9351,0,0,0,0,0,0,310100,0,310100,147494,5168,4214,1,20260711
E1,0,XEBFF-Conj,50000,rare_014,3,rare,0.04,0.0034,0,0,0.0034,0.0034,0.0468,0,0,0,0,0,0,140,0,140,39,2,1,1,20260711
E1,0,XEBFF-Conj,50000,medium_011,3,medium,0.0971,0.0271,0,0,0.0008,0.0008,0.125,0,0,0,0,0,0,1220,0,1220,39,20,1,1,20260711
E1,0,XEBFF-Conj,50000,rare_012,3,rare,0.2813,0.0867,0,0,0.0015,0.0015,0.3695,0,0,0,0,0,0,3980,0,3980,39,66,1,1,20260711
E1,0,XEBFF-Conj,50000,rare_022,3,rare,0.2491,0.0812,0,0,0.001,0.001,0.3313,0,0,0,0,0,0,3620,0,3620,39,60,1,1,20260711
E1,0,XEBFF-Conj,50000,medium_016,3,medium,0.1867,0.0586,0,0,0.0009,0.0009,0.2462,0,0,0,0,0,0,2660,0,2660,39,44,1,1,20260711
E1,0,XEBFF-Conj,50000,rare_001,3,rare,0.6992,0.2298,0,0,0.0009,0.0009,0.9299,0,0,0,0,0,0,10640,0,10640,39,177,1,1,20260711
E1,0,XEBFF-Conj,50000,rare_018,3,rare,0.9413,0.3075,0,0,0.001,0.001,1.2498,0,0,0,0,0,0,14240,0,14240,39,237,1,1,20260711
E1,0,XEBFF-Conj,50000,medium_024,3,medium,0.2994,0.0933,0,0,0.0009,0.0009,0.3936,0,0,0,0,0,0,4400,0,4400,39,73,1,1,20260711
E1,0,XEBFF-Conj,50000,medium_005,3,medium,0.0921,0.024,0,0,0.0012,0.0012,0.1173,0,0,0,0,0,0,1160,0,1160,39,19,1,1,20260711
E1,0,XEBFF-Conj,50000,common_006,3,common,4.715,1.4878,0,0,0.2606,0.2606,6.4634,0,0,0,0,0,0,69680,0,69680,15719,1161,449,1,20260711
E1,0,XEBFF-Conj,50000,medium_012,3,medium,0.1724,0.0502,0,0,0.0011,0.0011,0.2237,0,0,0,0,0,0,2360,0,2360,39,39,1,1,20260711
E1,0,XEBFF-Conj,50000,medium_015,3,medium,1.0972,0.3142,0,0,0.0015,0.0015,1.4129,0,0,0,0,0,0,14780,0,14780,39,246,1,1,20260711
E1,0,XEBFF-Conj,50000,common_025,3,common,16.2634,5.2503,0,0,2.3341,2.3341,23.8478,0,0,0,0,0,0,236000,0,236000,133039,3933,3801,1,20260711
E1,0,XEBFF-Conj,50000,rare_011,3,rare,0.0478,0.0053,0,0,0.0029,0.0029,0.056,0,0,0,0,0,0,200,0,200,39,3,1,1,20260711
E1,0,XEBFF-Conj,50000,common_004,3,common,4.7739,1.5179,0,0,0.2544,0.2544,6.5462,0,0,0,0,0,0,69620,0,69620,15054,1160,430,1,20260711
E1,0,XEBFF-Conj,50000,medium_019,3,medium,0.0253,0.0018,0,0,0.0012,0.0012,0.0283,0,0,0,0,0,0,80,0,80,39,1,1,1,20260711
E1,0,XEBFF-Conj,50000,medium_008,3,medium,0.0624,0.0152,0,0,0.0008,0.0008,0.0784,0,0,0,0,0,0,680,0,680,39,11,1,1,20260711
E1,0,XEBFF-Conj,50000,common_009,3,common,12.31,3.9535,0,0,0.3308,0.3308,16.5943,0,0,0,0,0,0,184040,0,184040,19009,3067,543,1,20260711
E1,0,XEBFF-Conj,50000,medium_009,3,medium,0.1283,0.0365,0,0,0.0015,0.0015,0.1663,0,0,0,0,0,0,1640,0,1640,39,27,1,1,20260711
E1,0,XEBFF-Conj,50000,rare_024,3,rare,2.2728,0.7103,0,0,0.002,0.002,2.9851,0,0,0,0,0,0,32720,0,32720,39,545,1,1,20260711
E1,0,XEBFF-Conj,50000,rare_023,3,rare,0.3586,0.1142,0,0,0.0012,0.0012,0.474,0,0,0,0,0,0,5240,0,5240,39,87,1,1,20260711
E1,0,XEBFF-Conj,50000,common_012,3,common,11.0975,3.7184,0,0,0.441,0.441,15.2569,0,0,0,0,0,0,166820,0,166820,26674,2780,762,1,20260711
E1,0,XEBFF-Conj,50000,medium_000,3,medium,0.1467,0.0414,0,0,0.0014,0.0014,0.1895,0,0,0,0,0,0,1940,0,1940,39,32,1,1,20260711
E1,0,XEBFF-Conj,50000,rare_004,3,rare,0.0586,0.013,0,0,0.0009,0.0009,0.0725,0,0,0,0,0,0,620,0,620,39,10,1,1,20260711
E1,0,XEBFF-Conj,50000,rare_020,3,rare,0.0231,0.0017,0,0,0.001,0.001,0.0258,0,0,0,0,0,0,80,0,80,39,1,1,1,20260711
E1,0,XEBFF-Conj,50000,rare_008,3,rare,0.7016,0.2206,0,0,0.001,0.001,0.9232,0,0,0,0,0,0,10580,0,10580,39,176,1,1,20260711
E1,0,XEBFF-Conj,50000,rare_009,3,rare,0.031,0.0045,0,0,0.0007,0.0007,0.0362,0,0,0,0,0,0,200,0,200,39,3,1,1,20260711
E1,0,XEBFF-Conj,50000,rare_005,3,rare,0.0575,0.013,0,0,0.0007,0.0007,0.0712,0,0,0,0,0,0,620,0,620,39,10,1,1,20260711
E1,0,XEBFF-Conj,50000,common_008,3,common,13.3145,4.4416,0,0,0.3045,0.3045,18.0606,0,0,0,0,0,0,199580,0,199580,17189,3326,491,1,20260711
E1,0,XEBFF-Conj,50000,common_013,3,common,4.1759,1.3258,0,0,0.6756,0.6756,6.1773,0,0,0,0,0,0,62360,0,62360,28074,1039,802,1,20260711
E1,0,XEBFF-Conj,50000,common_010,3,common,4.3577,2.1965,0,0,0.3434,0.3434,6.8976,0,0,0,0,0,0,66500,0,66500,19394,1108,554,1,20260711
E1,0,XEBFF-Conj,50000,medium_020,3,medium,0.0699,0.0153,0,0,0.0012,0.0012,0.0864,0,0,0,0,0,0,680,0,680,39,11,1,1,20260711
E1,0,XEBFF-Conj,50000,common_011,3,common,4.426,1.448,0,0,0.3607,0.3607,6.2347,0,0,0,0,0,0,66200,0,66200,22054,1103,630,1,20260711
E1,0,XEBFF-Conj,50000,rare_021,3,rare,0.0451,0.0088,0,0,0.0012,0.0012,0.0551,0,0,0,0,0,0,380,0,380,39,6,1,1,20260711
E1,0,XEBFF-Conj,50000,rare_000,3,rare,0.0541,0.0123,0,0,0.0008,0.0008,0.0672,0,0,0,0,0,0,560,0,560,39,9,1,1,20260711
E1,0,XEBFF-Conj,50000,common_017,3,common,5.0895,1.6666,0,0,0.58,0.58,7.3361,0,0,0,0,0,0,77900,0,77900,35634,1298,1018,1,20260711
E1,0,XEBFF-Conj,50000,medium_017,3,medium,0.0262,0.002,0,0,0.0011,0.0011,0.0293,0,0,0,0,0,0,80,0,80,39,1,1,1,20260711
E1,0,XEBFF-Conj,50000,rare_007,3,rare,0.0696,0.1219,0,0,0.001,0.001,0.1925,0,0,0,0,0,0,800,0,800,39,13,1,1,20260711
E1,0,XEBFF-Conj,50000,medium_007,3,medium,0.035,0.0058,0,0,0.001,0.001,0.0418,0,0,0,0,0,0,260,0,260,39,4,1,1,20260711
E1,0,XEBFF-Conj,50000,common_016,3,common,25.5979,8.5938,0,0,0.6678,0.6678,34.8595,0,0,0,0,0,0,391040,0,391040,33919,6517,969,1,20260711
E1,0,XEBFF-Conj,50000,common_001,3,common,7.5825,2.6364,0,0,0.2889,0.2889,10.5078,0,0,0,0,0,0,116840,0,116840,13829,1947,395,1,20260711
E1,0,XEBFF-Conj,50000,medium_022,3,medium,0.8333,0.2678,0,0,0.0012,0.0012,1.1023,0,0,0,0,0,0,12440,0,12440,39,207,1,1,20260711
